2025-01-01 09:10:00,1025.40
2025-01-01 14:45:00,1130.80
2025-01-02 10:20:00,960.25
2025-01-02 16:35:00,1265.10
2025-01-03 11:05:00,1180.60
2025-01-03 15:55:00,1315.25
2025-01-04 09:00:00,1075.30
2025-01-04 17:20:00,995.80
2025-01-05 12:25:00,1245.90
2025-01-05 18:40:00,1120.45
2025-01-06 08:15:00,1005.75
2025-01-06 19:05:00,1055.20
2025-01-07 13:50:00,1295.60
2025-01-07 17:30:00,1190.10
2025-01-08 09:35:00,970.40
2025-01-08 15:10:00,1120.85
2025-01-09 10:50:00,1085.20
2025-01-09 16:45:00,1205.70
2025-01-10 11:30:00,990.95
2025-01-10 17:55:00,1150.40
